LECROYWaveRunner‘N,20113,Waveform
Segments,1,SegmentSize,2002
Segment,TrigTime,TimeSinceSegment1
#1,28-Sep-2018 13:19:58,0                 
Time,Ampl
-1.228764e-07,0.000103769
-1.227764e-07,0.000114795
-1.226764e-07,0.000126471
-1.225764e-07,0.000138146
-1.224764e-07,0.000146578
-1.223764e-07,0.000151118
-1.222764e-07,0.000150469
-1.221764e-07,0.000143983
-1.220764e-07,0.000133605
-1.219764e-07,0.000119984
-1.218764e-07,0.000104417
-1.217764e-07,9.07964e-05
-1.216764e-07,7.97699e-05
-1.215764e-07,7.39323e-05
-1.214764e-07,7.26351e-05
-1.213764e-07,7.71754e-05
-1.212764e-07,8.75533e-05
-1.211764e-07,0.000102472
-1.210764e-07,0.000119984
-1.209764e-07,0.000138146
-1.208764e-07,0.000154361
-1.207764e-07,0.000167334
-1.206764e-07,0.000174468
-1.205764e-07,0.000175766
-1.204764e-07,0.000170577
-1.203764e-07,0.00015955
-1.202764e-07,0.000143983
-1.201764e-07,0.000124525
-1.200764e-07,0.000103769
-1.199764e-07,8.3013e-05
-1.198764e-07,6.22572e-05
-1.197764e-07,4.5393e-05
-1.196764e-07,3.1772e-05
-1.195764e-07,2.33399e-05
-1.194764e-07,1.87996e-05
-1.193764e-07,1.87996e-05
-1.192764e-07,2.13941e-05
-1.191764e-07,2.72317e-05
-1.190764e-07,3.56637e-05
-1.189764e-07,4.73389e-05
-1.188764e-07,6.09599e-05
-1.187764e-07,7.71754e-05
-1.186764e-07,9.53368e-05
-1.185764e-07,0.000115444
-1.184764e-07,0.0001362
-1.183764e-07,0.000156956
-1.182764e-07,0.000175766
-1.181764e-07,0.000191333
-1.180764e-07,0.000203008
-1.179764e-07,0.000208197
-1.178764e-07,0.000206899
-1.177764e-07,0.000199116
-1.176764e-07,0.000184846
-1.175764e-07,0.000164739
-1.174764e-07,0.000139443
-1.173764e-07,0.000110904
-1.172764e-07,8.3013e-05
-1.171764e-07,5.64196e-05
-1.170764e-07,3.30692e-05
-1.169764e-07,1.49079e-05
-1.168764e-07,1.93548e-06
-1.167764e-07,-5.84796e-06
-1.166764e-07,-9.09106e-06
-1.165764e-07,-7.79382e-06
-1.164764e-07,-3.9021e-06
-1.163764e-07,1.28686e-06
-1.162764e-07,5.8272e-06
-1.161764e-07,9.0703e-06
-1.160764e-07,1.03675e-05
-1.159764e-07,9.0703e-06
-1.158764e-07,5.17858e-06
-1.157764e-07,-1.03779e-08
-1.156764e-07,-5.84796e-06
-1.155764e-07,-1.29828e-05
-1.154764e-07,-1.9469e-05
-1.153764e-07,-2.46579e-05
-1.152764e-07,-2.85497e-05
-1.151764e-07,-2.98469e-05
-1.150764e-07,-2.91983e-05
-1.149764e-07,-2.53066e-05
-1.148764e-07,-2.01176e-05
-1.147764e-07,-1.29828e-05
-1.146764e-07,-3.9021e-06
-1.145764e-07,5.8272e-06
-1.144764e-07,1.55565e-05
-1.143764e-07,2.39886e-05
-1.142764e-07,3.11234e-05
-1.141764e-07,3.63124e-05
-1.140764e-07,3.95555e-05
-1.139764e-07,4.02041e-05
-1.138764e-07,3.82582e-05
-1.137764e-07,3.43665e-05
-1.136764e-07,2.91775e-05
-1.135764e-07,2.33399e-05
-1.134764e-07,1.68537e-05
-1.133764e-07,1.16648e-05
-1.132764e-07,9.0703e-06
-1.131764e-07,9.71892e-06
-1.130764e-07,1.36106e-05
-1.129764e-07,2.20427e-05
-1.128764e-07,3.37179e-05
-1.127764e-07,4.79875e-05
-1.126764e-07,6.48516e-05
-1.125764e-07,8.23644e-05
-1.124764e-07,9.98771e-05
-1.123764e-07,0.000115444
-1.122764e-07,0.000127768
-1.121764e-07,0.0001362
-1.120764e-07,0.00014074
-1.119764e-07,0.000140092
-1.118764e-07,0.000134903
-1.117764e-07,0.000125822
-1.116764e-07,0.000113498
-1.115764e-07,9.79313e-05
-1.114764e-07,8.10671e-05
-1.113764e-07,6.4203e-05
-1.112764e-07,4.73389e-05
-1.111764e-07,3.24206e-05
-1.110764e-07,1.87996e-05
-1.109764e-07,8.42168e-06
-1.108764e-07,6.38242e-07
-1.107764e-07,-4.55072e-06
-1.106764e-07,-5.84796e-06
-1.105764e-07,-4.55072e-06
-1.104764e-07,-1.95624e-06
-1.103764e-07,1.93548e-06
-1.102764e-07,5.8272e-06
-1.101764e-07,1.03675e-05
-1.100764e-07,1.49079e-05
-1.099764e-07,1.8151e-05
-1.098764e-07,2.07455e-05
-1.097764e-07,2.33399e-05
-1.096764e-07,2.59344e-05
-1.095764e-07,2.91775e-05
-1.094764e-07,3.43665e-05
-1.093764e-07,4.27986e-05
-1.092764e-07,5.38251e-05
-1.091764e-07,6.87434e-05
-1.090764e-07,8.69047e-05
-1.089764e-07,0.000108309
-1.088764e-07,0.000131011
-1.087764e-07,0.00015501
-1.086764e-07,0.00017836
-1.085764e-07,0.000199116
-1.084764e-07,0.000217926
-1.083764e-07,0.000231547
-1.082764e-07,0.000241276
-1.081764e-07,0.000247114
-1.080764e-07,0.000249708
-1.079764e-07,0.000247763
-1.078764e-07,0.000242574
-1.077764e-07,0.000235439
-1.076764e-07,0.000225709
-1.075764e-07,0.000213386
-1.074764e-07,0.000197819
-1.073764e-07,0.000180306
-1.072764e-07,0.000158902
-1.071764e-07,0.000134254
-1.070764e-07,0.000107012
-1.069764e-07,7.84727e-05
-1.068764e-07,4.86361e-05
-1.067764e-07,1.94482e-05
-1.066764e-07,-7.79382e-06
-1.065764e-07,-3.11441e-05
-1.064764e-07,-4.93055e-05
-1.063764e-07,-6.09807e-05
-1.062764e-07,-6.61696e-05
-1.061764e-07,-6.35752e-05
-1.060764e-07,-5.38459e-05
-1.059764e-07,-3.8279e-05
-1.058764e-07,-1.81717e-05
-1.057764e-07,5.8272e-06
-1.056764e-07,3.11234e-05
-1.055764e-07,5.64196e-05
-1.054764e-07,8.04185e-05
-1.053764e-07,0.000101823
-1.052764e-07,0.000119984
-1.051764e-07,0.000134903
-1.050764e-07,0.000146578
-1.049764e-07,0.00015501
-1.048764e-07,0.000160847
-1.047764e-07,0.000164091
-1.046764e-07,0.000165388
-1.045764e-07,0.000164739
-1.044764e-07,0.000162793
-1.043764e-07,0.000158902
-1.042764e-07,0.000153713
-1.041764e-07,0.000147226
-1.040764e-07,0.000138794
-1.039764e-07,0.000130362
-1.038764e-07,0.000121282
-1.037764e-07,0.00011285
-1.036764e-07,0.000105715
-1.035764e-07,9.92285e-05
-1.034764e-07,9.33909e-05
-1.033764e-07,8.75533e-05
-1.032764e-07,8.23644e-05
-1.031764e-07,7.58782e-05
-1.030764e-07,6.87434e-05
-1.029764e-07,6.03113e-05
-1.028764e-07,4.99334e-05
-1.027764e-07,3.89068e-05
-1.026764e-07,2.72317e-05
-1.025764e-07,1.75024e-05
-1.024764e-07,9.71892e-06
-1.023764e-07,5.8272e-06
-1.022764e-07,5.17858e-06
-1.021764e-07,9.71892e-06
-1.020764e-07,1.68537e-05
-1.019764e-07,2.72317e-05
-1.018764e-07,3.82582e-05
-1.017764e-07,4.99334e-05
-1.016764e-07,5.96627e-05
-1.015764e-07,6.61489e-05
-1.014764e-07,6.9392e-05
-1.013764e-07,6.87434e-05
-1.012764e-07,6.55003e-05
-1.011764e-07,6.03113e-05
-1.010764e-07,5.38251e-05
-1.009764e-07,4.79875e-05
-1.008764e-07,4.47444e-05
-1.007764e-07,4.40958e-05
-1.006764e-07,4.66903e-05
-1.005764e-07,5.31765e-05
-1.004764e-07,6.16085e-05
-1.003764e-07,7.13378e-05
-1.002764e-07,8.17158e-05
-1.001764e-07,9.14451e-05
-1.000764e-07,9.98771e-05
-9.997642e-08,0.000105715
-9.987642e-08,0.000109606
-9.977642e-08,0.000111552
-9.967642e-08,0.000110904
-9.957642e-08,0.000109606
-9.947642e-08,0.000107012
-9.937642e-08,0.000104417
-9.927642e-08,0.00010312
-9.917642e-08,0.00010312
-9.907642e-08,0.000104417
-9.897642e-08,0.000107012
-9.887642e-08,0.000112201
-9.877642e-08,0.000119336
-9.867642e-08,0.000127119
-9.857642e-08,0.000136848
-9.847642e-08,0.000147226
-9.837642e-08,0.000156956
-9.827642e-08,0.000164739
-9.817642e-08,0.000169928
-9.807642e-08,0.000171225
-9.797642e-08,0.000167982
-9.787642e-08,0.00015955
-9.777642e-08,0.000145929
-9.767642e-08,0.000129065
-9.757642e-08,0.000108958
-9.747642e-08,8.69047e-05
-9.737642e-08,6.48516e-05
-9.727642e-08,4.34472e-05
-9.717642e-08,2.39886e-05
-9.707642e-08,9.0703e-06
-9.697642e-08,-1.30762e-06
-9.687642e-08,-7.1452e-06
